FILE NAME,SITE NAME,SITE CODE,COUNTRY,CONTRIBUTOR (ABBREVIATED),CONTRIBUTOR (FULL),CONTRIBUTOR WEBSITE,CONTRIBUTOR CONTACT,ORGINATOR,ORIGINATOR WEBSITE,ORIGINATOR CONTACT,LATITUDE,LONGITUDE,COORDINATE SYSTEM,START DATE/TIME,END DATE/TIME,NUMBER OF YEARS,TIME ZONE HOURS,DATUM INFORMATION,INSTRUMENT,PRECISION,NULL VALUE,GAUGE TYPE,OVERALL RECORD QUALITY
ammassalik-297a-dnk-uhslc_rq,Ammassalik,297A,DNK,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Royal Danish Administration of Navigation and Hydrography  Denmark ,"Unspecified",Unspecified,  65.60000000, -37.00000000,Unspecified,1990/11/13 14:00:00,1998/12/31 23:00:00,9,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
guadalupe-036a-mex-uhslc_rq,Guadalupe,036A,MEX,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Centro de Investigacion Cientifica  y de Educacion Superior de Ensenada (CICESE)  MEX ,"Unspecified",Unspecified,  28.88300000,-118.30000000,Unspecified,1977/07/23 09:00:00,1985/12/31 22:00:00,9,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
le_robert-270a-fra-uhslc_rq,Le_Robert,270A,FRA,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Service Hydrographique et Oceanographique de la Marine (SHOM)  France ,"Unspecified",Unspecified,  14.68300000, -60.93300000,Unspecified,1976/12/13 04:00:00,1984/12/31 03:00:00,9,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
acajutla-082b-slv-uhslc_rq,Acajutla,082B,SLV,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Instituto Geografico Nacional  Panama ,"Unspecified",Unspecified,  13.58300000, -89.83300000,Unspecified,2001/08/01 06:00:00,2009/12/22 07:00:00,9,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
pointe_noire-234a-cog-uhslc_rq,Pointe_Noire,234A,COG,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Overseas Scientific and Technical Research Office (ORSTOM)  France ,"Unspecified",Unspecified,  -4.80000000,  11.85000000,Unspecified,1980/01/01 00:00:00,1988/09/29 23:00:00,9,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
las_palmas-217c-esp-uhslc_rq,Las_Palmas,217C,ESP,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Instituto Espanol de Oceanografia  ESP ,"Unspecified",Unspecified,  28.10000000, -15.40000000,Unspecified,1983/06/23 11:00:00,1991/12/31 22:00:00,9,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,Possible datum issues
jackson-403b-nzl-uhslc_rq,Jackson,403B,NZL,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Tidal Centre (NTC)  Bureau of Meteorology (BOM)  Australia ,"Unspecified",Unspecified, -43.98300000, 168.61700000,Unspecified,2013/12/11 05:00:00,2021/12/31 23:00:00,9,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
flores_lajes-213a-prt-uhslc_rq,Flores_Lajes,213A,PRT,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Instituto Hidrografico (IH)  Orgao da Marinha Portuguesa  Portugal ,"Unspecified",Unspecified,  39.37800000, -31.16800000,Unspecified,2006/01/01 01:00:00,2013/12/31 22:00:00,8,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
gibara-244a-cub-uhslc_rq,Gibara,244A,CUB,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Instituto Cubano de Hidrografia  Cuba ,"Unspecified",Unspecified,  21.11700000, -76.11700000,Unspecified,1985/01/01 05:00:00,1992/12/31 23:00:00,8,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
prickley_bay-789a-grd-uhslc_rq,Prickley_Bay,789A,GRD,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,"Unspecified",Unspecified,  12.00500000, -61.76500000,Unspecified,2011/05/10 20:00:00,2018/12/31 23:00:00,8,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
seward_ak-560a-usa-uhslc_rq,Seward_AK,560A,USA,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified,  60.12000000,-149.42700000,Unspecified,1925/05/21 00:00:00,1932/12/31 23:00:00,8,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
miami-241a-usa-uhslc_rq,Miami,241A,USA,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified,  25.90300000, -80.12000000,Unspecified,1985/01/01 05:00:00,1992/09/22 11:00:00,8,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
puerto_plata-777a-dom-uhslc_rq,Puerto_Plata,777A,DOM,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,"Unspecified",Unspecified,  19.79800000, -70.70200000,Unspecified,2010/06/22 01:00:00,2017/09/04 23:00:00,8,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
portu_prince-799a-hti-uhslc_rq,Portu_Prince,799A,HTI,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,"Unspecified",Unspecified,  18.56700000, -72.35000000,Unspecified,2011/11/30 21:00:00,2018/12/31 23:00:00,8,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
aden-172a-yem-uhslc_rq,Aden,172A,YEM,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Oceanography Centre (NOC)  United Kingdom ,"Unspecified",Unspecified,  12.78800000,  44.97500000,Unspecified,2007/10/09 12:00:00,2014/12/31 13:00:00,8,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
hiva_oa-017b-fra-uhslc_rq,Hiva_Oa,017B,FRA,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,"Unspecified",Unspecified,  -9.80500000,-139.03500000,Unspecified,2010/09/05 00:00:00,2017/09/04 23:00:00,8,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
macae-719a-bra-uhslc_rq,Macae,719A,BRA,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Directoria de Hidrografia e Navegacao  Banco Nacional de Dados Oceangraficos  Brazil ,"Unspecified",Unspecified, -22.23300000, -41.46700000,Unspecified,2001/07/13 21:00:00,2008/12/31 23:00:00,8,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
sisimiut-296a-dnk-uhslc_rq,Sisimiut,296A,DNK,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Royal Danish Administration of Navigation and Hydrography  Denmark ,"Unspecified",Unspecified,  66.93300000, -53.66700000,Unspecified,1991/09/10 21:00:00,1998/12/31 23:00:00,8,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
qaqortoq-299a-dnk-uhslc_rq,Qaqortoq,299A,DNK,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Royal Danish Administration of Navigation and Hydrography  Denmark ,"Unspecified",Unspecified,  60.71700000, -46.03300000,Unspecified,1991/09/04 20:00:00,1998/12/31 23:00:00,8,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
alexandria-807a-egy-uhslc_rq,Alexandria,807A,EGY,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Oceanography Centre (NOC)  United Kingdom ,"Unspecified",Unspecified,  31.21200000,  29.92300000,Unspecified,2009/11/06 15:00:00,2016/01/17 14:00:00,8,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
pointe_noire-234b-cog-uhslc_rq,Pointe_Noire,234B,COG,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Oceanography Centre (NOC)  United Kingdom ,"Unspecified",Unspecified,  -4.78300000,  11.83300000,Unspecified,2008/09/10 10:00:00,2015/04/18 07:00:00,8,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
gisborne-078a-nzl-uhslc_rq,Gisborne,078A,NZL,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Land Information New Zealand  New Zealand ,"Unspecified",Unspecified, -38.68300000, 178.03300000,Unspecified,1984/10/01 00:00:00,1991/03/25 00:00:00,8,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
macau-338a-prt-uhslc_rq,Macau,338A,PRT,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Instituto Hidrografico (IH)  Orgao da Marinha Portuguesa  Portugal ,"Unspecified",Unspecified,  22.16700000, 113.55000000,Unspecified,1978/01/01 00:00:00,1985/05/31 15:00:00,8,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
juan_fernandez-021a-chl-uhslc_rq,Juan_Fernandez,021A,CHL,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,"Unspecified",Unspecified, -33.62200000, -78.83300000,Unspecified,1977/01/26 16:00:00,1984/05/03 06:00:00,8,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
gibraltar-289b-gbr-uhslc_rq,Gibraltar,289B,GBR,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, British Oceanographic Data Centre (BODC)  United Kingdom ,"Unspecified",Unspecified,  36.13300000,  -5.35000000,Unspecified,1993/03/25 23:00:00,2000/04/30 22:00:00,8,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
inhambane-900a-moz-uhslc_rq,Inhambane,900A,MOZ,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Oceanography Centre (NOC)  United Kingdom ,"Unspecified",Unspecified, -23.86800000,  35.37700000,Unspecified,2007/05/07 12:00:00,2014/09/09 05:00:00,8,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
laohutan-631a-chn-uhslc_rq,Laohutan,631A,CHN,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, China National Oceanographic Data Center  China ,"Unspecified",Unspecified,  38.86700000, 121.68300000,Unspecified,1991/01/01 00:00:00,1997/12/31 15:00:00,7,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
abidjanridi-230a-civ-uhslc_rq,Abidjanridi,230A,CIV,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Overseas Scientific and Technical Research Office (ORSTOM)  France ,"Unspecified",Unspecified,   5.24200000,  -4.00000000,Unspecified,1982/01/01 00:00:00,1988/12/31 23:00:00,7,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
port_royal-782a-jam-uhslc_rq,Port_Royal,782A,JAM,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified,  17.93300000, -76.85000000,Unspecified,1965/01/01 05:00:00,1971/12/31 23:00:00,7,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
port_victoria-111b-syc-uhslc_rq,Port_Victoria,111B,SYC,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,"Unspecified",Unspecified,  -4.62200000,  55.45800000,Unspecified,1986/05/28 12:00:00,1992/12/31 19:00:00,7,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
el_porvenir-739a-pan-uhslc_rq,El_Porvenir,739A,PAN,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,"Unspecified",Unspecified,   9.55800000, -78.94800000,Unspecified,2012/08/22 13:00:00,2018/12/31 23:00:00,7,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
diego_ramirez-599a-chl-uhslc_rq,Diego_Ramirez,599A,CHL,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Servicio Hidrografico y Oceanografico de la Armada (SHOA)  CHL in collaboration with National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA and University of Hawaii Sea Level Center (UHSLC)  USA ,"Unspecified",Unspecified, -56.50800000, -68.71500000,Unspecified,1991/02/25 16:00:00,1997/09/30 14:00:00,7,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
tinian-698a-mnp-uhslc_rq,Tinian,698A,MNP,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,"Unspecified",Unspecified,  14.96000000, 145.61800000,Unspecified,1991/01/01 00:00:00,1997/08/01 00:00:00,7,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
acapulco_gro-316b-mex-uhslc_rq,Acapulco_Gro,316B,MEX,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Departamento de Procesamiento y Analisis Mareografico  Secretaria de Marina  Armada de MEX  MEX ,"Unspecified",Unspecified,  16.84000000, -99.91200000,Unspecified,1999/02/13 01:00:00,2005/12/31 23:00:00,7,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
santa_marta-738a-col-uhslc_rq,Santa_Marta,738A,COL,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA in collaboration with Instituto de Hidrologia  Meteorologia y Estudios Ambientales  Ministerio de Medio Ambiente  Colombia ,"Unspecified",Unspecified,  11.23500000, -74.22200000,Unspecified,2012/10/01 00:00:00,2018/12/31 23:00:00,7,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
palmyra_island-043b-usa-uhslc_rq,Palmyra_Island,043B,USA,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,"Unspecified",Unspecified,   5.88800000,-162.08300000,Unspecified,2012/11/29 04:00:00,2018/12/31 23:00:00,7,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
papeete-015a-fra-uhslc_rq,Papeete,015A,FRA,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,"Unspecified",Unspecified, -17.53200000,-149.56700000,Unspecified,1969/05/01 10:00:00,1975/05/31 19:00:00,7,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
aguadilla_pr-263a-usa-uhslc_rq,Aguadilla_PR,263A,USA,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified,  18.45700000, -67.16300000,Unspecified,2006/06/20 19:00:00,2012/10/30 04:00:00,7,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
south_pass_la-764a-usa-uhslc_rq,South_Pass_LA,764A,USA,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified,  28.99000000, -89.14000000,Unspecified,1993/03/29 19:00:00,1999/01/31 23:00:00,7,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
puerto_moreles-860a-mex-uhslc_rq,Puerto_Moreles,860A,MEX,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Servicio Mareografico Nacional  Instituto de Geofisica  Universidad Nacional Autonoma de MEX  MEX ,"Unspecified",Unspecified,  20.86800000, -86.86700000,Unspecified,2007/10/22 22:00:00,2013/06/26 13:00:00,7,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
muscat-110a-omn-uhslc_rq,Muscat,110A,OMN,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,"Unspecified",Unspecified,  23.62800000,  58.56500000,Unspecified,1987/04/03 08:00:00,1993/08/12 09:00:00,7,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
pemba-192c-moz-uhslc_rq,Pemba,192C,MOZ,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Oceanography Centre (NOC)  United Kingdom ,"Unspecified",Unspecified, -12.96800000,  40.48700000,Unspecified,2007/04/19 15:00:00,2013/06/28 10:00:00,7,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
naos-300b-pan-uhslc_rq,Naos,300B,PAN,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified,   8.91700000, -79.53300000,Unspecified,1991/08/30 04:00:00,1997/12/31 23:00:00,7,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
norfolk_island-062b-aus-uhslc_rq,Norfolk_Island,062B,AUS,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Tidal Centre (NTC)  Bureau of Meteorology (BOM)  Australia ,"Unspecified",Unspecified, -29.06700000, 167.93300000,Unspecified,1994/02/01 04:00:00,1999/12/31 23:00:00,6,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
canavieiras_uscgs-707a-bra-uhslc_rq,Canavieiras_USCGS,707A,BRA,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified, -15.66700000, -38.96700000,Unspecified,1956/02/01 03:00:00,1961/12/31 23:00:00,6,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
dutch_harbor_ak-041a-usa-uhslc_rq,Dutch_Harbor_AK,041A,USA,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified,  53.88000000,-166.53700000,Unspecified,1950/01/01 11:00:00,1955/06/09 10:00:00,6,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
port_louis-103a-mus-uhslc_rq,Port_Louis,103A,MUS,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Institute of Oceanographic Sciences (IOS)  Bidston Observatory  Birkenhead  United Kingdom in collaboration with Scripps Institute of Oceanography (SIO)  University of California at San Diego  USA ,"Unspecified",Unspecified, -20.15300000,  57.49000000,Unspecified,1942/01/01 20:00:00,1947/12/31 19:00:00,6,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
port_vila-046a-vut-uhslc_rq,Port_Vila,046A,VUT,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Tidal Centre (NTC)  Bureau of Meteorology (BOM)  Australia ,"Unspecified",Unspecified, -17.73300000, 168.31700000,Unspecified,1977/01/01 00:00:00,1982/12/30 22:00:00,6,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
bullen_bay-878a-cuw-uhslc_rq,Bullen_Bay,878A,CUW,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,"Unspecified",Unspecified,  12.18700000, -69.02000000,Unspecified,2013/10/16 17:00:00,2018/12/31 23:00:00,6,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
angra_heroismo-215a-prt-uhslc_rq,Angra_Heroismo,215A,PRT,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Instituto Hidrografico (IH)  Orgao da Marinha Portuguesa  Portugal ,"Unspecified",Unspecified,  38.65000000, -27.24000000,Unspecified,1957/07/04 02:00:00,1962/08/28 14:00:00,6,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
tarawa_bairiki-002b-kir-uhslc_rq,Tarawa_Bairiki,002B,KIR,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,"Unspecified",Unspecified,   1.33200000, 173.01300000,Unspecified,1983/05/17 07:00:00,1988/05/10 03:00:00,6,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
